timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
127,13,2,0,3,2,1,3,1,2,1,143,0,1,3,3,3,2,0,0,0,0,0,0,1
110,20,2,0,3,2,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
115,18,1,0,3,3,2,1,1,1,3,114,0,1,3,1,2,2,0,0,0,0,1,0,0
106,18,2,1,2,2,2,3,2,3,3,81,0,1,2,2,1,3,0,0,0,0,0,0,0
125,19,1,0,1,3,2,3,1,2,3,149,1,3,3,1,2,2,0,1,0,0,0,0,0
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
131,21,3,0,3,2,2,3,3,2,1,84,1,3,1,1,3,1,1,0,0,0,0,0,0
105,16,2,0,3,1,1,1,1,2,2,91,0,1,1,3,1,3,0,1,0,0,0,0,0
108,15,2,1,1,3,2,3,2,1,2,134,1,1,3,1,3,1,0,1,0,0,0,0,0
120,18,3,1,1,2,2,2,3,1,1,138,0,2,1,1,3,2,0,0,0,0,0,0,0
113,18,2,0,3,1,1,1,1,2,2,121,0,1,2,3,1,3,0,0,0,1,0,0,0
125,20,2,0,1,2,1,3,1,1,3,148,0,3,1,3,3,1,0,0,0,0,0,0,1
102,19,3,0,1,3,3,1,1,3,2,120,1,3,3,2,3,1,0,0,0,0,0,0,1
140,20,2,0,2,1,1,2,1,1,2,120,0,1,2,1,2,2,0,1,0,0,0,0,0
113,9,2,1,1,2,2,3,2,1,3,125,0,3,2,1,2,3,0,1,0,0,0,0,0
115,14,1,0,1,1,2,2,1,1,3,140,1,1,2,2,1,1,0,0,0,0,0,1,0
129,13,2,1,1,1,1,2,2,3,3,145,1,3,2,2,3,1,0,0,0,0,0,0,0
134,19,2,0,1,1,3,3,3,2,3,128,0,3,2,1,2,3,0,1,0,0,0,0,0
142,21,2,0,3,1,2,3,1,1,3,90,0,2,3,1,2,3,0,0,0,0,0,0,1
103,18,3,0,1,2,1,1,2,2,2,118,1,2,3,3,2,3,1,0,0,0,0,0,0
128,20,2,1,1,3,2,3,1,3,2,124,1,1,3,1,3,2,0,0,0,0,0,0,0
107,14,1,0,2,1,3,2,3,1,2,128,0,1,2,3,2,3,0,0,0,0,1,0,0
135,21,1,1,3,2,3,1,3,3,3,132,1,3,2,1,1,3,0,0,0,0,0,0,1
124,13,3,0,2,3,2,3,3,2,3,157,1,2,1,3,2,1,0,1,0,0,0,0,0
130,18,1,0,2,1,1,2,1,2,1,112,1,3,2,2,2,1,0,0,0,0,0,0,1
86,19,2,0,1,3,2,3,1,2,1,110,0,1,1,1,1,1,0,0,0,0,0,0,1
110,15,3,0,3,1,2,3,3,2,2,142,0,1,3,2,2,2,1,0,0,0,0,0,0
98,24,1,1,1,3,2,1,3,1,2,115,1,2,3,3,2,3,0,0,0,0,0,0,1
136,13,2,0,3,2,1,1,2,3,3,127,0,2,3,1,3,1,1,0,0,0,0,0,0
119,19,3,1,1,2,1,1,3,3,3,117,0,1,3,1,2,3,1,0,0,0,0,0,0
144,18,3,1,2,3,1,3,2,1,3,111,0,1,3,2,1,2,0,1,0,0,0,0,0
122,16,1,1,3,1,1,3,3,2,1,108,1,3,3,1,2,3,0,0,0,0,0,0,0
143,18,3,1,1,1,1,3,3,3,3,142,1,1,2,1,2,2,0,0,0,0,0,0,1
130,20,2,1,2,1,1,1,3,3,2,140,1,3,3,1,1,1,0,0,0,0,0,0,1
83,17,2,0,1,1,1,3,1,2,3,114,1,1,3,2,3,1,0,0,0,0,0,0,1
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0
87,19,3,1,1,3,3,2,1,2,3,118,0,1,3,3,3,2,0,1,0,0,0,0,0
95,21,3,1,2,3,3,3,2,3,2,137,1,3,1,3,2,3,1,0,0,0,0,0,0
121,18,1,1,2,2,1,1,2,1,2,90,1,1,1,1,2,2,0,0,0,0,0,0,0
99,20,2,0,1,2,2,3,2,2,2,90,1,1,2,3,2,2,0,0,0,0,0,0,0
141,16,1,1,1,1,1,3,1,3,3,108,0,3,3,1,2,2,0,0,0,0,0,1,0
133,17,3,1,3,3,3,1,3,2,3,123,1,1,1,1,2,1,0,0,0,0,0,0,1
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
130,19,2,0,1,3,1,2,2,3,2,110,0,3,1,3,1,2,0,0,0,0,1,0,0
98,22,2,0,1,3,1,3,2,3,2,131,0,3,1,1,3,1,0,0,0,0,0,0,0
139,15,3,1,3,1,1,2,3,1,3,94,0,1,2,3,3,2,0,0,0,0,0,0,0
112,15,2,1,1,3,1,2,2,3,2,98,0,3,3,1,3,1,0,0,0,0,1,0,0
111,13,1,0,1,2,2,2,1,2,2,130,1,2,3,2,1,3,0,1,0,0,0,0,0
118,20,1,1,1,3,3,1,1,2,1,123,0,2,3,3,2,1,0,0,1,0,0,0,0
100,12,2,0,1,3,3,2,3,1,1,136,1,1,2,2,2,1,0,0,0,0,0,1,0
110,19,1,0,1,3,1,2,3,1,3,110,1,1,2,3,2,3,0,0,0,0,1,0,0
127,24,1,1,2,1,2,1,3,3,3,129,1,2,1,2,3,1,0,1,0,0,0,0,0
136,19,2,1,2,2,2,3,3,2,3,120,0,3,1,1,3,1,1,0,0,0,0,0,0
101,20,1,0,1,3,1,3,3,2,1,138,1,3,2,2,2,2,0,0,0,0,1,0,0
118,21,1,1,3,3,2,2,2,1,1,81,0,3,2,1,3,2,1,0,0,0,0,0,0
123,17,3,0,1,3,1,3,1,2,3,119,0,3,3,1,2,2,0,0,1,0,0,0,0
114,8,2,1,3,2,1,3,2,2,2,166,1,1,3,1,2,1,1,0,0,0,0,0,0
152,20,1,0,1,3,2,1,3,1,1,110,0,2,2,1,3,3,1,0,0,0,0,0,0
123,19,2,1,1,3,3,3,3,3,1,130,0,3,3,2,3,1,0,0,0,0,0,0,0
93,13,3,1,3,1,3,3,3,1,1,134,1,2,3,1,2,2,0,0,0,0,0,1,0
108,19,2,1,1,3,3,1,3,2,2,141,1,1,1,1,1,2,0,0,0,0,1,0,0
125,18,1,1,3,3,2,2,1,2,3,133,0,3,2,2,2,3,0,0,1,0,0,0,0
144,17,2,0,3,2,1,3,2,2,2,143,0,3,1,3,1,2,0,0,1,0,0,0,0
122,17,3,0,2,1,1,1,2,1,1,99,1,1,3,3,2,3,0,0,1,0,0,0,0
111,19,2,1,1,3,1,1,1,3,3,125,0,2,2,2,3,3,1,0,0,0,0,0,0
127,18,1,1,3,2,1,3,1,3,1,150,0,2,3,2,1,2,0,1,0,0,0,0,0
129,13,1,1,1,1,1,2,1,2,3,117,0,2,3,3,3,1,0,0,1,0,0,0,0
112,15,2,1,1,3,1,2,2,3,2,98,0,3,3,1,3,1,0,0,0,0,1,0,0
122,20,1,1,2,1,1,1,1,1,1,110,1,1,2,1,1,2,1,0,0,0,0,0,0
107,13,1,1,1,3,3,3,1,3,2,114,1,1,3,2,2,3,1,0,0,0,0,0,0
131,17,2,0,1,3,1,2,3,1,1,99,0,3,2,3,1,2,0,0,0,1,0,0,0
113,19,3,0,1,2,1,3,3,3,1,140,1,2,3,3,1,1,0,0,0,0,0,0,0
106,19,2,0,1,1,1,1,1,2,1,110,1,1,2,1,1,1,0,0,0,1,0,0,0
134,20,3,0,2,3,2,2,1,3,2,88,0,3,3,2,2,2,0,0,0,0,1,0,0
105,18,3,0,2,1,1,3,1,3,1,126,0,3,1,2,1,1,0,0,1,0,0,0,0
115,21,3,1,1,1,3,2,1,1,1,128,1,3,1,3,2,2,0,0,0,1,0,0,0
130,21,1,1,3,1,3,1,1,1,3,147,0,1,2,1,3,2,0,0,0,0,1,0,0
113,20,3,1,2,1,3,3,2,1,2,133,0,2,1,2,3,2,0,1,0,0,0,0,0
110,18,2,1,1,1,2,1,1,1,1,122,0,1,2,1,3,2,0,0,0,0,0,1,0
116,20,1,1,3,1,3,2,3,1,2,91,1,2,3,3,1,3,0,1,0,0,0,0,0
124,21,1,1,3,2,2,3,3,2,3,111,0,3,2,3,2,1,0,0,0,0,0,0,1
110,20,3,0,2,2,2,3,2,3,2,124,1,2,2,1,3,3,0,0,0,0,1,0,0
103,16,3,1,2,3,2,1,1,3,3,154,1,1,2,2,1,3,0,0,0,0,0,0,1
119,20,2,1,3,3,3,3,3,2,3,134,1,1,2,3,2,1,0,0,0,0,0,0,1
101,18,2,1,2,1,1,3,2,2,3,124,1,1,2,2,3,3,0,1,0,0,0,0,0
106,12,3,0,1,3,1,2,2,2,2,154,1,3,1,3,3,2,0,0,0,0,1,0,0
111,8,2,1,3,2,1,2,1,1,1,167,0,2,1,3,2,2,0,0,0,0,0,0,1
127,20,1,1,1,1,3,1,1,2,1,128,1,2,2,3,2,2,0,0,0,0,0,0,1
113,12,1,1,3,2,2,1,2,1,1,120,1,2,3,2,3,1,0,0,1,0,0,0,0
115,16,1,0,1,2,2,3,2,1,2,154,0,3,3,2,1,1,1,0,0,0,0,0,0
90,16,3,0,1,2,3,1,1,2,1,120,1,3,3,3,2,1,0,0,0,1,0,0,0
123,22,2,0,2,3,2,3,1,2,1,82,1,1,1,2,1,1,1,0,0,0,0,0,0
115,18,1,0,2,2,2,1,1,1,2,108,1,3,2,3,3,1,0,0,0,0,0,0,0
131,15,3,0,1,1,1,3,1,3,2,115,1,3,1,1,2,3,0,1,0,0,0,0,0
112,19,1,1,3,2,1,3,2,2,3,105,0,3,1,1,1,1,0,0,0,0,0,1,0
123,21,1,0,1,2,3,2,2,3,3,118,0,3,1,2,3,1,1,0,0,0,0,0,0
83,16,2,1,1,2,1,1,2,3,2,133,0,3,2,3,2,2,0,1,0,0,0,0,0
114,15,1,0,3,2,2,1,2,2,1,133,1,1,2,3,3,3,0,0,0,0,0,0,1
137,15,2,1,2,2,1,2,2,3,2,126,0,1,2,1,1,1,0,0,0,1,0,0,0
131,18,1,1,3,1,3,1,3,1,2,134,1,1,2,1,2,2,0,1,0,0,0,0,0
106,10,3,1,1,1,2,1,3,3,1,124,1,2,3,2,2,1,1,0,0,0,0,0,0
135,21,1,1,2,3,2,3,1,2,2,135,0,3,2,2,3,3,0,0,0,0,0,0,1
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
116,17,3,1,1,2,2,2,3,3,1,141,0,2,3,1,2,1,0,0,1,0,0,0,0
114,21,2,0,1,1,1,2,1,1,1,110,1,2,1,2,1,1,0,1,0,0,0,0,0
113,22,1,1,1,1,3,3,2,3,2,120,0,2,3,1,3,1,0,0,1,0,0,0,0
105,15,3,0,1,3,2,1,3,2,3,134,1,1,2,3,1,3,0,1,0,0,0,0,0
107,18,3,1,1,2,3,2,3,3,1,124,0,2,3,2,3,2,0,0,1,0,0,0,0
113,12,2,0,1,2,2,3,1,3,2,97,0,1,3,1,2,1,0,1,0,0,0,0,0
138,18,3,1,3,2,1,2,2,2,1,128,0,1,1,3,2,2,0,0,0,0,0,0,0
121,14,3,1,1,2,1,1,1,1,3,116,0,3,1,1,3,2,1,0,0,0,0,0,0
98,20,2,1,3,3,3,2,3,2,1,140,1,3,3,3,2,2,1,0,0,0,0,0,0
105,19,3,0,3,2,2,3,3,2,3,110,1,2,2,3,3,2,0,0,0,1,0,0,0
159,18,1,0,1,1,1,2,3,1,1,125,1,3,3,1,2,3,0,0,0,1,0,0,0
110,16,2,1,1,3,1,2,3,1,1,102,0,3,1,1,1,3,0,1,0,0,0,0,0
120,20,1,0,1,1,1,1,1,1,2,110,1,1,1,2,1,1,0,0,0,1,0,0,0
105,10,1,1,2,2,3,1,3,1,1,142,0,2,2,2,1,3,0,0,1,0,0,0,0
118,13,2,1,1,2,1,2,2,1,2,107,1,1,1,3,2,2,0,0,0,0,0,1,0
106,19,3,1,2,2,1,3,1,1,2,92,1,3,1,3,3,3,0,0,0,0,0,0,1
102,18,1,1,3,2,1,3,1,1,3,121,1,1,1,1,3,3,0,0,0,0,0,0,1
138,18,3,1,1,3,1,1,1,1,3,113,1,3,1,1,1,3,0,0,0,0,0,0,1
111,20,3,0,1,2,2,1,1,3,2,139,0,2,2,1,2,2,1,0,0,0,0,0,0
111,18,2,1,1,3,2,2,2,1,1,149,0,1,1,3,3,3,1,0,0,0,0,0,0
102,16,2,0,1,3,1,2,1,2,1,160,1,2,3,3,3,3,0,1,0,0,0,0,0
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0
141,21,3,1,3,1,1,3,1,1,2,86,1,1,3,3,2,3,0,0,0,0,1,0,0
99,21,1,1,3,1,3,2,1,3,3,140,1,3,3,1,1,3,0,0,0,0,0,0,0
112,10,2,1,1,3,1,3,3,3,3,159,0,3,3,2,3,2,0,0,0,0,1,0,0
118,20,3,1,3,1,2,2,1,1,3,131,1,2,1,3,3,1,1,0,0,0,0,0,0
111,10,2,1,1,1,2,3,1,2,1,125,1,1,2,1,2,3,0,0,0,0,0,0,0
120,17,3,1,3,3,1,1,2,2,2,137,1,1,3,1,2,2,1,0,0,0,0,0,0
121,17,1,1,1,2,2,1,3,1,2,144,0,2,3,3,2,2,1,0,0,0,0,0,0
128,17,3,0,3,2,1,1,1,1,2,140,0,1,1,3,2,1,0,0,0,0,0,0,1
77,21,2,1,3,2,2,2,1,1,2,137,0,3,2,3,3,1,0,0,0,0,0,0,1
132,21,1,0,2,3,1,2,1,1,3,140,1,2,1,3,1,2,1,0,0,0,0,0,0
119,21,3,0,1,3,1,2,1,3,1,116,1,1,2,2,2,3,0,0,0,0,0,0,1
121,19,1,1,2,3,3,1,1,1,1,140,1,1,2,3,3,2,0,0,0,0,0,0,0
119,20,2,0,2,2,2,2,3,2,1,110,1,1,1,2,3,3,1,0,0,0,0,0,0
110,20,3,0,3,2,1,1,1,3,1,131,1,3,1,3,1,3,0,1,0,0,0,0,0
117,18,2,1,3,3,2,1,1,3,2,141,1,2,1,1,1,2,0,1,0,0,0,0,0
115,21,2,0,3,1,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
131,24,1,1,3,1,3,2,2,1,2,120,0,2,3,3,3,1,0,0,0,0,0,0,1
129,17,1,1,3,3,1,2,1,3,3,88,1,1,3,3,2,1,0,0,0,0,0,0,0
121,12,2,0,1,2,1,1,2,2,3,136,1,2,3,3,3,2,0,0,0,0,1,0,0
109,17,1,0,2,1,1,2,1,3,3,91,1,1,3,2,1,2,0,0,0,0,1,0,0
110,18,1,1,1,3,2,3,2,3,2,130,0,1,1,2,3,2,0,1,0,0,0,0,0
105,19,3,1,1,3,2,1,3,1,3,165,1,3,2,3,3,1,0,0,0,0,1,0,0
151,16,3,1,1,1,2,2,2,3,1,136,0,2,1,3,1,1,1,0,0,0,0,0,0
112,15,1,0,1,3,3,2,1,1,1,114,0,1,3,2,3,1,0,1,0,0,0,0,0
113,15,3,0,3,3,2,3,2,3,2,136,1,2,1,1,3,3,0,0,0,0,0,1,0
115,19,1,1,1,1,2,1,2,1,2,101,1,3,3,3,1,2,0,1,0,0,0,0,0
110,9,2,0,2,3,2,1,3,3,2,126,0,1,1,2,1,2,0,0,0,0,0,0,0
137,17,1,1,2,1,1,1,1,1,2,140,0,1,1,1,1,1,0,1,0,0,0,0,0
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
106,20,1,0,2,3,2,2,1,1,3,117,0,3,2,3,2,2,0,0,0,0,1,0,0
135,20,3,1,2,3,1,3,3,2,3,82,0,3,3,2,3,1,1,0,0,0,0,0,0
116,11,3,0,3,2,2,1,3,3,1,135,1,1,1,2,1,3,0,0,0,0,0,0,1
140,21,1,0,3,1,3,2,3,1,1,88,0,2,2,1,2,1,0,0,1,0,0,0,0
104,15,3,1,1,3,1,2,1,3,3,150,0,3,3,2,3,2,1,0,0,0,0,0,0
128,14,2,1,2,3,1,2,2,3,3,112,1,3,1,2,1,1,0,1,0,0,0,0,0
123,17,3,1,2,3,2,2,3,3,2,156,1,2,3,2,2,2,0,0,0,1,0,0,0
105,21,3,1,3,2,1,2,2,3,3,132,0,3,3,1,2,2,1,0,0,0,0,0,0
94,19,1,1,1,2,3,1,3,3,2,126,0,1,3,3,1,3,0,1,0,0,0,0,0
139,17,2,1,3,2,1,2,2,1,1,99,0,3,3,1,3,2,0,0,0,0,0,0,1
130,17,1,1,2,2,2,3,2,3,3,145,0,1,1,2,1,1,0,1,0,0,0,0,0
109,22,2,0,1,2,3,1,1,2,3,120,0,3,1,1,2,1,1,0,0,0,0,0,0
142,20,3,0,2,2,3,2,2,1,2,118,0,3,2,2,2,3,0,0,0,0,0,1,0
130,13,3,1,1,1,1,1,2,2,3,125,1,3,3,3,1,3,0,0,0,0,0,0,1
125,19,2,0,1,2,1,2,1,1,3,120,0,3,2,2,3,2,0,0,0,0,0,0,0
125,15,3,0,1,2,2,2,1,1,1,152,0,3,3,1,2,1,0,0,1,0,0,0,0
123,13,1,0,2,2,2,2,1,1,1,98,0,3,1,1,1,1,1,0,0,0,0,0,0
128,14,2,1,2,1,1,2,3,3,1,96,1,2,1,3,1,1,0,0,0,1,0,0,0
118,20,3,0,3,2,2,3,3,2,3,140,1,2,3,2,3,2,0,0,0,0,0,0,1
107,19,3,1,1,2,1,3,3,2,2,110,1,2,3,1,1,2,0,0,0,1,0,0,0
121,18,3,1,2,1,2,3,3,2,3,146,0,1,2,1,2,2,1,0,0,0,0,0,0
111,14,2,1,1,3,1,3,3,2,3,144,1,2,3,3,3,2,0,0,0,1,0,0,0
107,17,2,0,2,1,2,1,2,3,1,119,0,1,1,2,2,1,0,0,0,0,0,0,0
109,18,1,1,3,1,2,3,1,2,3,111,0,3,2,1,2,3,0,0,0,0,1,0,0
95,22,1,0,3,2,3,2,1,1,2,132,0,2,3,2,3,1,0,1,0,0,0,0,0
131,20,2,0,2,1,1,1,2,2,2,120,0,1,1,2,1,2,1,0,0,0,0,0,0
117,14,2,0,1,2,3,1,3,2,2,110,1,1,1,3,2,3,0,0,0,0,0,0,1
126,21,1,0,3,3,2,3,1,2,1,135,0,1,3,2,3,2,0,0,0,0,1,0,0
120,23,3,0,2,1,1,2,2,1,1,117,0,3,1,3,3,2,0,0,0,0,1,0,0
123,18,2,0,3,1,3,1,1,2,3,110,1,2,1,3,2,3,0,0,0,1,0,0,0
130,14,1,1,3,1,1,1,2,1,3,88,0,3,3,1,3,3,1,0,0,0,0,0,0
138,20,1,1,1,1,2,3,3,1,1,95,1,2,3,1,1,3,0,0,0,0,0,0,0
135,20,1,1,1,1,3,1,3,3,2,120,0,2,1,1,2,1,0,0,0,0,0,0,1
98,21,3,0,2,3,1,3,3,3,1,148,0,1,3,2,3,2,0,1,0,0,0,0,0
118,12,2,1,2,3,2,1,2,2,3,108,0,1,3,2,2,1,0,0,0,0,0,0,1
137,20,2,1,3,3,1,3,1,3,2,110,0,1,2,3,2,2,0,0,0,0,0,0,0
100,19,2,1,2,3,2,2,2,3,3,131,0,2,3,3,2,2,0,0,0,0,0,0,1
137,22,3,1,1,3,1,2,3,2,3,110,0,1,3,3,3,1,1,0,0,0,0,0,0
121,14,3,0,2,3,1,2,1,3,2,103,1,3,3,3,1,3,0,0,0,0,1,0,0
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
99,20,3,0,2,3,2,2,3,1,2,103,1,2,3,1,1,1,1,0,0,0,0,0,0
105,20,1,0,3,2,2,3,1,1,1,122,1,3,1,1,2,1,0,0,0,0,0,0,1
99,20,2,1,3,2,2,1,1,2,1,136,0,3,2,2,3,3,0,0,0,1,0,0,0
112,15,1,0,1,3,3,2,1,1,1,114,0,1,3,2,3,1,0,1,0,0,0,0,0
158,21,2,1,3,3,3,3,2,3,3,90,0,2,3,3,2,2,0,0,0,0,0,0,0
105,19,1,1,2,1,2,2,2,2,3,115,0,2,3,3,3,3,0,1,0,0,0,0,0
129,10,2,1,2,1,2,1,1,3,2,104,1,2,2,3,1,3,0,0,0,0,0,0,0
118,21,1,1,3,2,2,2,1,2,2,116,1,3,3,3,1,3,0,0,1,0,0,0,0
145,22,3,1,2,3,1,3,3,3,1,83,1,2,1,1,3,3,0,0,0,0,0,0,1
112,21,3,1,2,3,3,1,2,1,1,90,1,1,1,1,3,2,0,0,0,0,0,0,1
122,18,3,0,2,1,1,2,3,1,3,93,1,2,2,3,1,2,0,0,0,0,0,1,0
96,17,3,0,3,2,2,2,2,2,1,112,0,3,2,1,1,1,0,1,0,0,0,0,0
118,10,3,1,3,3,1,1,3,1,1,169,1,1,3,2,1,1,0,0,0,0,0,0,0
102,14,3,1,2,3,3,1,3,3,1,111,0,3,2,3,3,3,0,0,0,0,1,0,0
125,20,2,1,1,3,1,3,1,3,2,90,0,2,1,1,3,1,1,0,0,0,0,0,0
120,20,1,0,1,1,1,1,1,1,2,110,1,1,1,2,1,1,0,0,0,1,0,0,0
113,20,2,0,1,3,2,2,3,1,3,114,0,1,1,1,3,1,1,0,0,0,0,0,0
110,20,2,0,3,2,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
101,22,1,0,2,3,3,1,1,3,1,82,0,3,1,3,3,1,0,1,0,0,0,0,0
117,12,1,0,3,3,2,1,3,2,2,103,0,3,2,1,2,3,0,0,0,0,0,1,0
110,20,2,0,3,2,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
145,22,1,0,1,3,1,1,1,1,3,126,0,1,2,1,3,2,0,0,0,0,0,0,1
117,11,3,0,2,2,1,1,2,1,3,166,1,1,1,2,3,1,1,0,0,0,0,0,0
108,15,2,1,1,3,2,3,2,1,2,134,1,1,3,1,3,1,0,1,0,0,0,0,0
100,20,2,1,3,1,2,3,3,1,2,122,0,2,1,2,1,3,1,0,0,0,0,0,0
143,17,3,0,3,3,1,1,1,1,3,92,1,1,2,3,1,2,1,0,0,0,0,0,0
103,20,1,1,2,1,2,2,1,2,3,134,0,1,1,3,2,1,1,0,0,0,0,0,0
128,13,2,0,2,1,1,2,2,1,3,145,0,1,1,3,3,1,1,0,0,0,0,0,0
117,19,1,1,2,1,1,1,1,1,1,90,1,2,2,2,1,1,0,0,0,1,0,0,0
116,21,1,1,1,1,1,1,1,1,3,133,1,3,2,1,1,1,0,0,0,0,0,0,0
142,20,2,0,2,2,2,3,3,2,3,90,0,1,3,2,3,2,0,0,0,0,0,0,0
127,20,2,0,1,2,1,1,1,1,2,110,1,1,1,1,1,1,0,0,0,0,0,0,1
129,21,2,1,3,3,1,3,3,1,1,137,1,1,3,3,1,3,0,0,0,0,0,0,0
111,16,3,0,1,1,1,2,1,1,2,143,1,2,1,1,2,2,1,0,0,0,0,0,0
130,14,1,0,3,2,2,2,1,1,2,148,1,2,2,2,1,1,1,0,0,0,0,0,0
115,21,2,0,3,1,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
112,15,1,0,1,3,3,2,1,1,1,114,0,1,3,2,3,1,0,1,0,0,0,0,0
94,20,1,1,1,2,1,2,2,2,2,128,1,2,3,3,2,1,0,0,1,0,0,0,0
113,20,1,1,1,1,1,2,1,1,2,128,0,2,1,1,1,1,0,0,0,1,0,0,0
149,19,2,0,1,3,2,3,3,1,1,86,0,2,1,2,3,2,0,0,0,0,1,0,0
116,21,2,1,2,1,1,1,2,2,1,128,1,1,2,3,2,3,0,0,0,0,0,0,1
143,15,3,0,3,2,1,2,2,3,3,95,0,3,1,1,1,2,1,0,0,0,0,0,0
90,18,2,1,2,3,3,1,3,2,1,117,1,1,3,3,2,2,1,0,0,0,0,0,0
129,21,2,0,3,3,3,1,1,3,1,134,0,3,2,3,1,2,0,1,0,0,0,0,0
106,14,3,0,2,1,3,1,2,1,1,118,0,2,3,3,2,2,0,0,0,0,1,0,0
90,19,3,1,1,3,3,3,3,1,3,128,1,1,1,3,2,1,0,0,0,1,0,0,0
111,19,2,0,2,3,3,1,2,1,1,128,0,2,3,1,2,3,0,0,0,0,0,0,1
82,20,2,1,1,3,1,1,3,2,1,100,1,1,2,1,3,2,0,0,0,0,1,0,0
115,19,1,0,2,3,2,2,2,2,2,125,1,2,2,1,3,2,0,0,0,1,0,0,0
