timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
108.0,18.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,114.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,110.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,18.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,155.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116.0,17.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,150.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165.0,19.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,143.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127.0,22.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,132.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122.0,19.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,83.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,20.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,136.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,22.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,132.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120.0,15.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,19.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,138.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131.0,18.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,98.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,12.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,136.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113.0,23.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,113.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113.0,18.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,124.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103.0,22.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,120.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135.0,15.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,98.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124.0,22.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,134.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
